underlying_price,strike,maturity,volatility,option_type,market_price,bid,ask,volume,open_interest,expiration,moneyness,bs_price,risk_free_rate
272.14,450.0,1.3041095890410959,0.2733837310791015,call,2.3,2.12,2.48,36.0,1496,2027-06-17,1.6535606673035939,3.826734837793172,0.05
272.14,460.0,1.3041095890410959,0.2724071783447265,call,2.0300000000000002,1.98,2.08,48.0,437,2027-06-17,1.6903064599103403,3.255493643562559,0.05
272.14,470.0,1.3041095890410959,0.2745128701782227,call,1.77,1.69,1.85,45.0,151,2027-06-17,1.7270522525170868,2.908758226531198,0.05
272.14,520.0,1.3041095890410959,0.2805247729492187,call,0.8,0.63,0.97,14.0,89,2027-06-17,1.9107812155508195,1.5768417325320296,0.05
272.14,530.0,1.3041095890410959,0.28284408569335934,call,0.8,0.72,0.88,181.0,307,2027-06-17,1.947527008157566,1.434225899502243,0.05
272.14,550.0,1.3041095890410959,0.28565167480468745,call,0.625,0.55,0.7,439.0,271,2027-06-17,2.021018593371059,1.150855185776308,0.05
272.14,95.0,1.3041095890410959,0.459966337890625,put,0.645,0.59,0.7,9.0,160,2027-06-17,0.349085029764092,0.47629997554920855,0.05
272.14,125.0,1.3041095890410959,0.40491317749023437,put,1.53,1.45,1.61,15.0,592,2027-06-17,0.4593224075843316,1.0878856472902338,0.05
272.14,140.0,1.3041095890410959,0.3811097045898437,put,2.245,2.17,2.32,18.0,158,2027-06-17,0.5144410964944515,1.5620236378605679,0.05
272.14,155.0,1.3041095890410959,0.38635867553710934,put,3.5599999999999996,2.82,4.3,10.0,159,2027-06-17,0.5695597854045712,3.0004616730339375,0.05
272.14,165.0,1.3041095890410959,0.3491276025390625,put,4.025,3.85,4.2,10.0,1498,2027-06-17,0.6063055780113177,2.8376702982367696,0.05
272.14,170.0,1.3041095890410959,0.3433293206787109,put,4.05,3.4,4.7,26.0,2024,2027-06-17,0.624678474314691,3.1785175801024756,0.05
272.14,185.0,1.3041095890410959,0.3242865423583984,put,6.225,6.1,6.35,6.0,751,2027-06-17,0.6797971632248108,4.295427429486921,0.05
272.14,200.0,1.3041095890410959,0.3076546286010742,put,8.45,8.35,8.55,22.0,4168,2027-06-17,0.7349158521349306,5.804580194450665,0.05
272.14,210.0,1.3041095890410959,0.29846892944335934,put,10.3,10.15,10.45,11.0,1848,2027-06-17,0.7716616447416771,7.131710295883323,0.05
272.14,220.0,1.3041095890410959,0.28885598846435534,put,12.45,12.3,12.6,34.0,2200,2027-06-17,0.8084074373484237,8.638023456704417,0.05
272.14,240.0,1.3041095890410959,0.2700268310546875,put,17.75,17.6,17.9,61.0,2734,2027-06-17,0.8818990225619167,12.392654088494687,0.05
272.14,250.0,1.3041095890410959,0.2703625210571289,put,21.525,20.85,22.2,5.0,3315,2027-06-17,0.9186448151686633,15.662053685131454,0.05
272.14,260.0,1.3041095890410959,0.2507704318237304,put,24.075,23.5,24.65,15.0,3338,2027-06-17,0.9553906077754097,17.237978868930682,0.05
272.14,280.0,1.3041095890410959,0.2349777430725098,put,33.375,33.15,33.6,11.0,1016,2027-06-17,1.028882192988903,23.879781552890336,0.05
272.14,310.0,1.3041095890410959,0.21871203659057614,put,50.175,48.65,51.7,14.0,180,2027-06-17,1.1391195708091424,38.03812595614727,0.05
272.14,330.0,1.3041095890410959,0.20732909378051756,put,64.225,62.3,66.15,9.0,41,2027-06-17,1.2126111560226354,49.76201787377346,0.05
272.14,360.0,1.3041095890410959,0.18933916137695314,put,89.0,87.05,90.95,10.0,15,2027-06-17,1.322848533842875,70.65148593545919,0.05
272.14,55.0,1.8054794520547945,0.7583031982421876,call,220.0,217.5,222.5,91.0,331,2027-12-17,0.20210185933710592,224.07853832651608,0.05
272.14,60.0,1.8054794520547945,0.7174100524902343,call,215.0,212.5,217.5,18.0,341,2027-12-17,0.22047475564047916,219.4838006606852,0.05
272.14,70.0,1.8054794520547945,0.6927520959472657,call,206.0,203.5,208.5,44.0,183,2027-12-17,0.25722054824722573,211.10796672544635,0.05
272.14,80.0,1.8054794520547945,0.665286550292969,call,197.0,194.5,199.5,274.0,415,2027-12-17,0.2939663408539722,202.7228586831952,0.05
272.14,95.0,1.8054794520547945,0.6158485681152344,call,183.25,181.0,185.5,10.0,85,2027-12-17,0.349085029764092,189.9193368596322,0.05
272.14,110.0,1.8054794520547945,0.5751995605468749,call,169.75,167.5,172.0,10.0,214,2027-12-17,0.40420371867421184,177.29591154703732,0.05
272.14,115.0,1.8054794520547945,0.5671735177612305,call,165.5,163.0,168.0,15.0,371,2027-12-17,0.4225766149775851,173.28790012514617,0.05
272.14,135.0,1.8054794520547945,0.5179186392211915,call,147.75,145.5,150.0,10.0,104,2027-12-17,0.49606820019107817,156.60102367091227,0.05
272.14,150.0,1.8054794520547945,0.5254411470031739,call,135.0,132.5,137.5,10.0,719,2027-12-17,0.551186889101198,146.61702647725252,0.05
272.14,160.0,1.8054794520547945,0.5026447441101074,call,126.75,124.5,129.0,60.0,410,2027-12-17,0.5879326817079444,138.53971052003553,0.05
272.14,180.0,1.8054794520547945,0.46236194381713874,call,110.55,108.6,112.5,94.0,937,2027-12-17,0.6614242669214375,122.74627975660066,0.05
272.14,215.0,1.8054794520547945,0.4131223239135742,call,84.25,82.0,86.5,135.0,982,2027-12-17,0.7900345410450503,97.35201750212798,0.05
272.14,220.0,1.8054794520547945,0.4050199879455566,call,80.675,78.55,82.8,5.0,1414,2027-12-17,0.8084074373484237,93.70832205277297,0.05
272.14,225.0,1.8054794520547945,0.38957824783325196,call,76.95,75.65,78.25,159.0,1921,2027-12-17,0.8267803336517969,89.30309618363627,0.05
272.14,230.0,1.8054794520547945,0.39613946151733404,call,74.0,71.6,76.4,24.0,1775,2027-12-17,0.8451532299551702,87.28316481887256,0.05
272.14,240.0,1.8054794520547945,0.3700166758728027,call,66.5,65.0,68.0,13.0,885,2027-12-17,0.8818990225619167,79.0348035689295,0.05
272.14,250.0,1.8054794520547945,0.3759980613708496,call,61.475,59.0,63.95,25.0,4400,2027-12-17,0.9186448151686633,74.67075439010623,0.05
272.14,255.0,1.8054794520547945,0.37116107360839845,call,58.5,56.0,61.0,5.0,634,2027-12-17,0.9370177114720365,71.64807409524164,0.05
272.14,260.0,1.8054794520547945,0.3564670066833496,call,55.5,54.25,56.75,12.0,2524,2027-12-17,0.9553906077754097,67.41624660197098,0.05
272.14,265.0,1.8054794520547945,0.352347174835205,call,52.25,50.5,54.0,6.0,739,2027-12-17,0.973763504078783,64.55303863992994,0.05
272.14,270.0,1.8054794520547945,0.3566043344116211,call,50.05,47.6,52.5,15.0,2730,2027-12-17,0.9921364003821563,62.849177062391874,0.05
272.14,275.0,1.8054794520547945,0.35324743438720696,call,47.5,45.0,50.0,25.0,512,2027-12-17,1.0105092966855296,60.212178827622765,0.05
272.14,280.0,1.8054794520547945,0.34458052886962887,call,45.3,43.8,46.8,44.0,2195,2027-12-17,1.028882192988903,56.906182060739,0.05
272.14,285.0,1.8054794520547945,0.33103085968017576,call,41.475,40.0,42.95,5.0,671,2027-12-17,1.047255089292276,52.959584461386896,0.05
272.14,290.0,1.8054794520547945,0.34150591361999505,call,40.925,39.2,42.65,47.0,1770,2027-12-17,1.0656279855956494,52.40212289896023,0.05
272.14,295.0,1.8054794520547945,0.32436283554077144,call,38.2,38.0,38.4,10.0,329,2027-12-17,1.0840008818990226,48.03515672274452,0.05
272.14,300.0,1.8054794520547945,0.32150947052001955,call,36.099999999999994,35.9,36.3,78.0,6783,2027-12-17,1.102373778202396,45.732144581303615,0.05
272.14,305.0,1.8054794520547945,0.32536227622985836,call,34.525,33.8,35.25,5.0,786,2027-12-17,1.120746674505769,44.456744716089474,0.05
272.14,315.0,1.8054794520547945,0.320044641418457,call,30.25,29.05,31.45,400.0,1203,2027-12-17,1.1574924671125157,40.22727084420217,0.05
272.14,330.0,1.8054794520547945,0.3131477377319336,call,25.7,25.0,26.4,6.0,477,2027-12-17,1.2126111560226354,34.49656362307422,0.05
272.14,340.0,1.8054794520547945,0.30925678543090823,call,22.75,22.05,23.45,5.0,299,2027-12-17,1.249356948629382,31.079428637747796,0.05
272.14,345.0,1.8054794520547945,0.3177558459472656,call,22.1,20.7,23.5,50.0,159,2027-12-17,1.2677298449327552,30.96771147472998,0.05
272.14,360.0,1.8054794520547945,0.3109352354431152,call,17.0,14.5,19.5,15.0,438,2027-12-17,1.322848533842875,26.27635981358678,0.05
272.14,365.0,1.8054794520547945,0.30103238037109376,call,16.6,15.9,17.3,5.0,231,2027-12-17,1.3412214301462484,23.755276068555958,0.05
272.14,400.0,1.8054794520547945,0.2957986680603027,call,9.5,7.5,11.5,43.0,4821,2027-12-17,1.4698317042698612,16.484574525738886,0.05
272.14,430.0,1.8054794520547945,0.2912821116638183,call,6.775,5.6,7.95,7.0,332,2027-12-17,1.5800690820901007,11.836617909891785,0.05
272.14,435.0,1.8054794520547945,0.27931934066772457,call,6.325,6.15,6.5,285.0,210,2027-12-17,1.598441978393474,9.993193266228126,0.05
272.14,450.0,1.8054794520547945,0.3027260890197754,call,6.175,5.0,7.35,12.0,211,2027-12-17,1.6535606673035939,10.882792715389975,0.05
272.14,470.0,1.8054794520547945,0.27664907928466786,call,4.0,3.85,4.15,15.0,115,2027-12-17,1.7270522525170868,6.6637155433531845,0.05
272.14,510.0,1.8054794520547945,0.28424788024902337,call,2.54,2.12,2.96,22.0,66,2027-12-17,1.874035422944073,4.835695545942141,0.05
272.14,520.0,1.8054794520547945,0.2893137475585937,call,2.375,1.86,2.89,20.0,24,2027-12-17,1.9107812155508195,4.696175605153837,0.05
272.14,50.0,1.8054794520547945,0.5351608984375,put,0.25,0.21,0.29,24.0,600,2027-12-17,0.18372896303373265,0.16114849637907502,0.05
272.14,60.0,1.8054794520547945,0.5107470800781251,put,0.33999999999999997,0.27,0.41,25.0,122,2027-12-17,0.22047475564047916,0.2641184680161066,0.05
272.14,100.0,1.8054794520547945,0.4213314703369141,put,1.3199999999999998,1.23,1.41,10.0,1354,2027-12-17,0.3674579260674653,0.889532714838615,0.05
272.14,125.0,1.8054794520547945,0.3803772900390625,put,2.48,2.38,2.58,6.0,537,2027-12-17,0.4593224075843316,1.612610607178631,0.05
272.14,130.0,1.8054794520547945,0.3729921099853516,put,2.49,2.1,2.88,50.0,354,2027-12-17,0.47769530388770487,1.7983811286389582,0.05
272.14,140.0,1.8054794520547945,0.359808648071289,put,3.035,2.47,3.6,16.0,2464,2027-12-17,0.5144410964944515,2.245736108268808,0.05
272.14,160.0,1.8054794520547945,0.33646293426513674,put,5.325,5.15,5.5,15.0,927,2027-12-17,0.5879326817079444,3.434322257148901,0.05
272.14,175.0,1.8054794520547945,0.31937326141357414,put,5.9,4.5,7.3,7.0,1881,2027-12-17,0.6430513706180643,4.559105421477788,0.05
272.14,210.0,1.8054794520547945,0.29694306579589835,put,13.45,12.2,14.7,25.0,1175,2027-12-17,0.7716616447416771,9.453286902166518,0.05
272.14,215.0,1.8054794520547945,0.2824626197814941,put,14.675,14.5,14.85,6.0,934,2027-12-17,0.7900345410450503,9.39602517440263,0.05
272.14,225.0,1.8054794520547945,0.27411614562988285,put,17.25,17.05,17.45,6.0,867,2027-12-17,0.8267803336517969,11.091649256066937,0.05
272.14,250.0,1.8054794520547945,0.25429517684936526,put,25.225,25.0,25.45,5.0,3248,2027-12-17,0.9186448151686633,16.40017680761848,0.05
272.14,255.0,1.8054794520547945,0.2663189823913575,put,28.175,26.85,29.5,10.0,430,2027-12-17,0.9370177114720365,19.57202859607854,0.05
272.14,275.0,1.8054794520547945,0.23471834625244142,put,35.5,35.25,35.75,32.0,402,2027-12-17,1.0105092966855296,23.387959497088374,0.05
272.14,280.0,1.8054794520547945,0.23792265991210934,put,37.875,36.6,39.15,16.0,967,2027-12-17,1.028882192988903,25.98978450645471,0.05
272.14,290.0,1.8054794520547945,0.22359480026245115,put,42.475,41.7,43.25,10.0,763,2027-12-17,1.0656279855956494,28.607136544713356,0.05
272.14,340.0,1.8054794520547945,0.20313296874999998,put,75.0,72.5,77.5,10.0,16,2027-12-17,1.249356948629382,54.50609379872796,0.05
272.14,355.0,1.8054794520547945,0.19094131820678711,put,86.5,84.0,89.0,6.0,41,2027-12-17,1.3044756375395017,63.35176645796821,0.05
272.14,5.0,1.9013698630136986,2.2304731738281243,call,267.0,264.5,269.5,161.0,21,2028-01-21,0.018372896303373264,269.67851750217153,0.05
272.14,10.0,1.9013698630136986,1.628419826660156,call,262.0,259.5,264.5,26.0,26,2028-01-21,0.03674579260674653,265.07033366122926,0.05
272.14,40.0,1.9013698630136986,1.0433397442626957,call,237.5,235.0,240.0,20.0,14,2028-01-21,0.1469831704269861,240.1545443111658,0.05
272.14,80.0,1.9013698630136986,0.6568637829589845,call,197.25,195.0,199.5,7.0,39,2028-01-21,0.2939663408539722,203.22381647219532,0.05
272.14,90.0,1.9013698630136986,0.6207313317871095,call,188.0,185.5,190.5,10.0,110,2028-01-21,0.33071213346071876,194.65547353894738,0.05
272.14,110.0,1.9013698630136986,0.5770611141967773,call,170.5,168.0,173.0,15.0,61,2028-01-21,0.40420371867421184,178.30500548590572,0.05
272.14,130.0,1.9013698630136986,0.5264939929199219,call,152.75,150.5,155.0,20.0,74,2028-01-21,0.47769530388770487,161.69291300200632,0.05
272.14,135.0,1.9013698630136986,0.5126086337280272,call,148.225,146.1,150.35,20.0,59,2028-01-21,0.49606820019107817,157.4578674157505,0.05
272.14,140.0,1.9013698630136986,0.5008900009155274,call,143.825,142.0,145.65,24.0,64,2028-01-21,0.5144410964944515,153.32088281511432,0.05
272.14,200.0,1.9013698630136986,0.43208880905151364,call,96.05000000000001,93.7,98.4,12.0,922,2028-01-21,0.7349158521349306,109.4996652301039,0.05
272.14,210.0,1.9013698630136986,0.42117888397216796,call,89.0,86.55,91.45,6.0,252,2028-01-21,0.7716616447416771,102.65967988384217,0.05
272.14,220.0,1.9013698630136986,0.40880412979125974,call,82.65,80.8,84.5,9.0,768,2028-01-21,0.8084074373484237,95.79399599171118,0.05
272.14,230.0,1.9013698630136986,0.39473566696167,call,75.25,73.0,77.5,18.0,670,2028-01-21,0.8451532299551702,88.85343221139628,0.05
272.14,250.0,1.9013698630136986,0.3598544239807128,call,62.775,62.5,63.05,53.0,2034,2028-01-21,0.9186448151686633,74.4470331883977,0.05
272.14,260.0,1.9013698630136986,0.3512638116455078,call,57.05,56.8,57.3,23.0,2822,2028-01-21,0.9553906077754097,68.51347394202942,0.05
272.14,270.0,1.9013698630136986,0.3499363102722168,call,52.125,51.4,52.85,18.0,2688,2028-01-21,0.9921364003821563,63.754661601864484,0.05
272.14,280.0,1.9013698630136986,0.33579155426025387,call,46.575,46.35,46.8,16.0,2568,2028-01-21,1.028882192988903,57.474477694996025,0.05
272.14,290.0,1.9013698630136986,0.32912353012084955,call,41.875,41.65,42.1,41.0,1513,2028-01-21,1.0656279855956494,52.42807031799002,0.05
272.14,300.0,1.9013698630136986,0.32265386825561515,call,37.5,37.3,37.7,228.0,5093,2028-01-21,1.102373778202396,47.63897279836901,0.05
272.14,310.0,1.9013698630136986,0.3170539486694336,call,33.0,32.3,33.7,10.0,852,2028-01-21,1.1391195708091424,43.21195249930177,0.05
272.14,320.0,1.9013698630136986,0.31875528663635244,call,29.875,28.7,31.05,15.0,2760,2028-01-21,1.1758653634158889,40.11417677943763,0.05
272.14,330.0,1.9013698630136986,0.3082649740600586,call,26.575000000000003,26.3,26.85,15.0,1166,2028-01-21,1.2126111560226354,35.43446106577528,0.05
272.14,350.0,1.9013698630136986,0.29944548217773437,call,20.8,20.6,21.0,85.0,6085,2028-01-21,1.2861027412361286,28.596541146290093,0.05
272.14,400.0,1.9013698630136986,0.28556012298583977,call,10.8,10.4,11.2,160.0,1811,2028-01-21,1.4698317042698612,16.442449203677754,0.05
272.14,420.0,1.9013698630136986,0.28220322296142575,call,8.5,8.3,8.7,24.0,256,2028-01-21,1.5433232894833542,13.135276866605011,0.05
272.14,430.0,1.9013698630136986,0.28116563568115227,call,7.525,7.35,7.7,5.0,158,2028-01-21,1.5800690820901007,11.774661929211511,0.05
272.14,440.0,1.9013698630136986,0.28008227249145495,call,6.625,6.45,6.8,6.0,956,2028-01-21,1.6168148746968474,10.535091525737421,0.05
272.14,450.0,1.9013698630136986,0.2790446852111816,call,5.825,5.65,6.0,61.0,1651,2028-01-21,1.6535606673035939,9.416852704528175,0.05
272.14,470.0,1.9013698630136986,0.27838856384277344,call,4.05,3.35,4.75,5.0,310,2028-01-21,1.7270522525170868,7.6224673620838175,0.05
272.14,510.0,1.9013698630136986,0.2764354583740234,call,2.7,2.47,2.93,5.0,893,2028-01-21,1.874035422944073,4.919687092523834,0.05
272.14,530.0,1.9013698630136986,0.27448235290527345,call,1.975,1.7,2.25,84.0,2344,2028-01-21,1.947527008157566,3.8762108181370856,0.05
272.14,80.0,1.9013698630136986,0.4534966760253906,put,0.77,0.69,0.85,10.0,30,2028-01-21,0.2939663408539722,0.5326250062485154,0.05
272.14,125.0,1.9013698630136986,0.3745179736328125,put,2.595,2.49,2.7,7.0,17,2028-01-21,0.4593224075843316,1.6574832489676057,0.05
272.14,130.0,1.9013698630136986,0.3684145190429688,put,2.625,2.2,3.05,18.0,71,2028-01-21,0.47769530388770487,1.8739683162812257,0.05
272.14,150.0,1.9013698630136986,0.35742830078125,put,4.425000000000001,3.45,5.4,13.0,249,2028-01-21,0.551186889101198,3.3964752907136724,0.05
272.14,155.0,1.9013698630136986,0.33685965881347657,put,4.975,4.8,5.15,20.0,58,2028-01-21,0.5695597854045712,3.1553370652192054,0.05
272.14,160.0,1.9013698630136986,0.3314275842285156,put,5.525,5.35,5.7,15.0,392,2028-01-21,0.5879326817079444,3.494369293017117,0.05
272.14,175.0,1.9013698630136986,0.3162452409362792,put,6.325,5.0,7.65,9.0,255,2028-01-21,0.6430513706180643,4.703881512112318,0.05
272.14,185.0,1.9013698630136986,0.30594566131591794,put,7.975,6.8,9.15,16.0,259,2028-01-21,0.6797971632248108,5.633279229938324,0.05
272.14,190.0,1.9013698630136986,0.3011544494628906,put,9.825,9.65,10.0,6.0,911,2028-01-21,0.698170059528184,6.163079788100408,0.05
272.14,195.0,1.9013698630136986,0.2969125485229491,put,9.774999999999999,8.6,10.95,82.0,609,2028-01-21,0.7165429558315574,6.762971121171805,0.05
272.14,200.0,1.9013698630136986,0.29206030212402334,put,11.775,11.65,11.9,22.0,1629,2028-01-21,0.7349158521349306,7.357051460585986,0.05
272.14,210.0,1.9013698630136986,0.28362227615356433,put,13.925,13.75,14.1,50.0,882,2028-01-21,0.7716616447416771,8.754312260321889,0.05
272.14,230.0,1.9013698630136986,0.26749389739990237,put,19.2,19.0,19.4,13.0,858,2028-01-21,0.8451532299551702,12.162260570887803,0.05
272.14,260.0,1.9013698630136986,0.24488059814453128,put,29.7,29.45,29.95,8.0,1397,2028-01-21,0.9553906077754097,19.116397323545925,0.05
272.14,280.0,1.9013698630136986,0.2295304098510742,put,38.575,38.35,38.8,170.0,1383,2028-01-21,1.028882192988903,25.07410060739373,0.05
272.14,290.0,1.9013698630136986,0.22225204025268552,put,43.125,42.35,43.9,15.0,286,2028-01-21,1.0656279855956494,28.579460462233072,0.05
272.14,300.0,1.9013698630136986,0.22894295234680176,put,49.25,47.0,51.5,50.0,851,2028-01-21,1.102373778202396,34.50060580559328,0.05
272.14,310.0,1.9013698630136986,0.22220626434326168,put,55.225,52.95,57.5,14.0,191,2028-01-21,1.1391195708091424,38.822591704229666,0.05
272.14,145.0,2.0547945205479454,0.5202074346923828,call,140.75,138.5,143.0,10.0,105,2028-03-17,0.5328139927978247,152.90782795705718,0.05
272.14,195.0,2.0547945205479454,0.43529312271118165,call,101.7,99.9,103.5,54.0,57,2028-03-17,0.7165429558315574,115.19839798984871,0.05
272.14,200.0,2.0547945205479454,0.4299373413085938,call,97.5,95.0,100.0,15.0,280,2028-03-17,0.7349158521349306,111.77787413052128,0.05
272.14,210.0,2.0547945205479454,0.41777620803833,call,90.5,88.05,92.95,20.0,90,2028-03-17,0.7716616447416771,104.87634761523043,0.05
272.14,250.0,2.0547945205479454,0.370749090423584,call,65.025,63.5,66.55,7.0,566,2028-03-17,0.9186448151686633,78.55361106114465,0.05
272.14,270.0,2.0547945205479454,0.35225562301635743,call,53.7,52.2,55.2,22.0,848,2028-03-17,0.9921364003821563,66.85590172059015,0.05
272.14,280.0,2.0547945205479454,0.3494632925415039,call,49.1,47.35,50.85,25.0,716,2028-03-17,1.028882192988903,62.19309285024033,0.05
272.14,290.0,2.0547945205479454,0.3314428428649902,call,43.65,42.9,44.4,54.0,440,2028-03-17,1.0656279855956494,55.51361648633889,0.05
272.14,310.0,2.0547945205479454,0.32012093460082996,call,35.325,34.6,36.05,7.0,611,2028-03-17,1.1391195708091424,46.36720822953562,0.05
272.14,320.0,2.0547945205479454,0.32541568145751953,call,32.425,30.9,33.95,403.0,212,2028-03-17,1.1758653634158889,43.82169908108786,0.05
272.14,330.0,2.0547945205479454,0.3110267872619628,call,28.8,28.55,29.05,19.0,389,2028-03-17,1.2126111560226354,38.452057503205324,0.05
272.14,350.0,2.0547945205479454,0.30939411315917964,call,22.875,21.65,24.1,123.0,913,2028-03-17,1.2861027412361286,32.57494260385319,0.05
272.14,380.0,2.0547945205479454,0.3006661730957031,call,16.525,15.8,17.25,10.0,99,2028-03-17,1.396340119056368,24.304533819308872,0.05
272.14,390.0,2.0547945205479454,0.31058428680419914,call,14.5,12.0,17.0,30.0,60,2028-03-17,1.4330859116631147,23.78765922063336,0.05
272.14,440.0,2.0547945205479454,0.2812877047729492,call,7.7,7.5,7.9,6.0,42,2028-03-17,1.6168148746968474,12.281807133436004,0.05
272.14,460.0,2.0547945205479454,0.27930408203124996,call,5.575,4.9,6.25,46.0,83,2028-03-17,1.6903064599103403,9.966414354441227,0.05
272.14,480.0,2.0547945205479454,0.27838856384277344,call,4.775,4.55,5.0,10.0,26,2028-03-17,1.7637980451238333,8.153027485265696,0.05
272.14,500.0,2.0547945205479454,0.2776256320190429,call,3.8,3.6,4.0,10.0,129,2028-03-17,1.8372896303373265,6.668608630823837,0.05
272.14,520.0,2.0547945205479454,0.277778218383789,call,2.775,2.3,3.25,11.0,26,2028-03-17,1.9107812155508195,5.5171255212692,0.05
272.14,550.0,2.0547945205479454,0.2761913201904296,call,2.2249999999999996,2.15,2.3,108.0,1444,2028-03-17,2.021018593371059,4.037393196977391,0.05
272.14,135.0,2.0547945205479454,0.35407140075683585,put,3.5,3.35,3.65,27.0,125,2028-03-17,0.49606820019107817,2.1797651550528325,0.05
272.14,140.0,2.0547945205479454,0.34882242980957034,put,3.55,3.0,4.1,10.0,208,2028-03-17,0.5144410964944515,2.452515020703064,0.05
272.14,145.0,2.0547945205479454,0.3635012380981446,put,4.9,4.2,5.6,6.0,16,2028-03-17,0.5328139927978247,3.477811969410169,0.05
272.14,155.0,2.0547945205479454,0.33124448059082034,put,4.9,4.25,5.55,10.0,53,2028-03-17,0.5695597854045712,3.316244720628159,0.05
272.14,165.0,2.0547945205479454,0.3506534661865234,put,7.6000000000000005,6.4,8.8,6.0,69,2028-03-17,0.6063055780113177,5.55847586646734,0.05
272.14,170.0,2.0547945205479454,0.31619946502685536,put,6.775,6.1,7.45,6.0,37,2028-03-17,0.624678474314691,4.463167835776357,0.05
272.14,175.0,2.0547945205479454,0.3110115286254882,put,6.825,5.5,8.15,120.0,160,2028-03-17,0.6430513706180643,4.884516420539718,0.05
272.14,190.0,2.0547945205479454,0.29764496307373034,put,10.024999999999999,9.35,10.7,20.0,204,2028-03-17,0.698170059528184,6.444562274087197,0.05
272.14,195.0,2.0547945205479454,0.3175422250366211,put,12.625,11.25,14.0,42.0,113,2028-03-17,0.7165429558315574,8.840089195792729,0.05
272.14,200.0,2.0547945205479454,0.28910012664794915,put,12.5,12.3,12.7,18.0,1649,2028-03-17,0.7349158521349306,7.676834449413924,0.05
272.14,210.0,2.0547945205479454,0.280707876586914,put,14.75,14.55,14.95,32.0,316,2028-03-17,0.7716616447416771,9.072059611171014,0.05
272.14,220.0,2.0547945205479454,0.27268183380126954,put,17.275,17.05,17.5,5.0,288,2028-03-17,0.8084074373484237,10.666425569619783,0.05
272.14,230.0,2.0547945205479454,0.2726513165283203,put,20.625,19.9,21.35,10.0,170,2028-03-17,0.8451532299551702,13.278308604297969,0.05
272.14,240.0,2.0547945205479454,0.2576825941467285,put,23.325000000000003,23.05,23.6,10.0,283,2028-03-17,0.8818990225619167,14.54292881723228,0.05
272.14,250.0,2.0547945205479454,0.2569806968688965,put,26.85,25.6,28.1,5.0,147,2028-03-17,0.9186448151686633,17.640209905930504,0.05
272.14,260.0,2.0547945205479454,0.2430037858581543,put,30.75,30.45,31.05,5.0,251,2028-03-17,0.9553906077754097,19.362894127017498,0.05
272.14,280.0,2.0547945205479454,0.22855385711669923,put,39.725,39.45,40.0,10.0,127,2028-03-17,1.028882192988903,25.269448254105214,0.05
272.14,290.0,2.0547945205479454,0.2212220822906494,put,44.775,44.5,45.05,25.0,43,2028-03-17,1.0656279855956494,28.652528942208775,0.05
272.14,320.0,2.0547945205479454,0.20687896400451658,put,62.275000000000006,60.7,63.85,5.0,79,2028-03-17,1.1758653634158889,42.018573345967695,0.05
272.14,330.0,2.0547945205479454,0.2005390005493164,put,68.85,67.0,70.7,7.0,11,2028-03-17,1.2126111560226354,46.95940378779426,0.05
272.14,350.0,2.0547945205479454,0.1912159736633301,put,83.75,81.5,86.0,12.0,208,2028-03-17,1.2861027412361286,58.464847974307276,0.05
272.14,60.0,2.802739726027397,0.6544834356689455,call,217.0,214.5,219.5,10.0,85,2028-12-15,0.22047475564047916,223.35790203164453,0.05
272.14,100.0,2.802739726027397,0.5560347131347658,call,182.5,180.0,185.0,8.0,107,2028-12-15,0.3674579260674653,192.29134323493605,0.05
272.14,110.0,2.802739726027397,0.534184345703125,call,174.0,171.5,176.5,15.0,23,2028-12-15,0.40420371867421184,184.58013507197563,0.05
272.14,150.0,2.802739726027397,0.49207050903320315,call,141.525,139.05,144.0,14.0,77,2028-12-15,0.551186889101198,156.73895368193905,0.05
272.14,165.0,2.802739726027397,0.4687247952270508,call,130.0,127.5,132.5,31.0,107,2028-12-15,0.6063055780113177,146.0178579427171,0.05
272.14,180.0,2.802739726027397,0.44446356323242187,call,118.75,116.5,121.0,5.0,250,2028-12-15,0.6614242669214375,135.23848200457465,0.05
272.14,200.0,2.802739726027397,0.4210720735168458,call,104.75,102.5,107.0,31.0,461,2028-12-15,0.7349158521349306,121.87157652452144,0.05
272.14,250.0,2.802739726027397,0.374655301361084,call,73.5,71.0,76.0,7.0,1714,2028-12-15,0.9186448151686633,91.35417342021852,0.05
272.14,260.0,2.802739726027397,0.36678184494018556,call,68.0,65.5,70.5,21.0,766,2028-12-15,0.9553906077754097,85.77235739419413,0.05
272.14,270.0,2.802739726027397,0.3521030366516113,call,62.95,61.9,64.0,18.0,643,2028-12-15,0.9921364003821563,79.25151934215913,0.05
272.14,280.0,2.802739726027397,0.3471439797973632,call,58.025000000000006,56.7,59.35,40.0,904,2028-12-15,1.028882192988903,74.36194224769908,0.05
272.14,290.0,2.802739726027397,0.3483036361694336,call,53.5,51.0,56.0,17.0,549,2028-12-15,1.0656279855956494,70.65391065385029,0.05
272.14,300.0,2.802739726027397,0.3327398269653321,call,49.35,48.85,49.85,19.0,1512,2028-12-15,1.102373778202396,64.30931652189588,0.05
272.14,330.0,2.802739726027397,0.32471378417968744,call,37.525,35.5,39.55,19.0,280,2028-12-15,1.2126111560226354,52.79528920692934,0.05
272.14,350.0,2.802739726027397,0.3115913568115234,call,31.725,31.2,32.25,27.0,869,2028-12-15,1.2861027412361286,44.57076232648289,0.05
