underlying_price,strike,maturity,volatility,option_type,market_price,bid,ask,volume,open_interest,expiration,moneyness,bs_price,risk_free_rate
272.14,180.0,0.2136986301369863,0.6175575354003908,call,94.325,93.0,95.65,47.0,109,2026-05-15,0.6614242669214375,95.94331108556239,0.05
272.14,200.0,0.2136986301369863,0.5192919165039063,call,74.9,73.7,76.1,12.0,588,2026-05-15,0.7349158521349306,76.64490651012997,0.05
272.14,220.0,0.2136986301369863,0.4871267108154297,call,56.175,54.95,57.4,52.0,1603,2026-05-15,0.8084074373484237,59.09624275781235,0.05
272.14,230.0,0.2136986301369863,0.446294599609375,call,47.125,45.9,48.35,9.0,1522,2026-05-15,0.8451532299551702,50.03998423701182,0.05
272.14,235.0,0.2136986301369863,0.40607283386230464,call,42.35,41.5,43.2,29.0,2147,2026-05-15,0.8635261262585434,44.923807720561086,0.05
272.14,240.0,0.2136986301369863,0.40906352661132805,call,38.8,37.95,39.65,10.0,41143,2026-05-15,0.8818990225619167,41.29980889644051,0.05
272.14,245.0,0.2136986301369863,0.3924621301269531,call,34.35,33.2,35.5,35.0,1604,2026-05-15,0.90027191886529,37.112779802779556,0.05
272.14,250.0,0.2136986301369863,0.3640810662841797,call,30.15,29.35,30.95,56.0,6056,2026-05-15,0.9186448151686633,32.54270210932353,0.05
272.14,255.0,0.2136986301369863,0.33850759155273435,call,26.5,26.4,26.6,60.0,4111,2026-05-15,0.9370177114720365,28.15183224495655,0.05
272.14,260.0,0.2136986301369863,0.34339035522460937,call,23.3,22.8,23.8,99.0,5689,2026-05-15,0.9553906077754097,25.236812450602514,0.05
272.14,265.0,0.2136986301369863,0.31571118865966785,call,19.549999999999997,19.45,19.65,628.0,3731,2026-05-15,0.973763504078783,21.022707477993208,0.05
272.14,270.0,0.2136986301369863,0.30548790222167965,call,16.475,16.4,16.55,465.0,5353,2026-05-15,0.9921364003821563,17.81395693521793,0.05
272.14,275.0,0.2136986301369863,0.29645478942871095,call,13.675,13.6,13.75,557.0,3806,2026-05-15,1.0105092966855296,14.896620320597265,0.05
272.14,280.0,0.2136986301369863,0.2882151257324218,call,11.125,11.0,11.25,894.0,5967,2026-05-15,1.028882192988903,12.271586487309605,0.05
272.14,285.0,0.2136986301369863,0.28159287750244133,call,9.024999999999999,8.95,9.1,2803.0,30894,2026-05-15,1.047255089292276,9.992489717983773,0.05
272.14,290.0,0.2136986301369863,0.27460442199707036,call,7.175000000000001,7.15,7.2,818.0,20609,2026-05-15,1.0656279855956494,7.965680696859195,0.05
272.14,295.0,0.2136986301369863,0.27069821105957037,call,5.65,5.6,5.7,397.0,13855,2026-05-15,1.0840008818990226,6.346816797924944,0.05
272.14,300.0,0.2136986301369863,0.26712769012451176,call,4.375,4.3,4.45,9173.0,16906,2026-05-15,1.102373778202396,4.985740742014016,0.05
272.14,305.0,0.2136986301369863,0.2645947564697265,call,3.375,3.3,3.45,496.0,2888,2026-05-15,1.120746674505769,3.8877373837979547,0.05
272.14,310.0,0.2136986301369863,0.2616040637207031,call,2.575,2.53,2.62,4557.0,26944,2026-05-15,1.1391195708091424,2.97045498248535,0.05
272.14,315.0,0.2136986301369863,0.2599561309814453,call,1.9449999999999998,1.9,1.99,458.0,1083,2026-05-15,1.1574924671125157,2.2681241999343627,0.05
272.14,320.0,0.2136986301369863,0.25867440551757814,call,1.47,1.44,1.5,479.0,9547,2026-05-15,1.1758653634158889,1.7170029604352877,0.05
272.14,325.0,0.2136986301369863,0.25818612915039063,call,1.105,1.08,1.13,130.0,1938,2026-05-15,1.1942382597192622,1.2994580505573872,0.05
272.14,330.0,0.2136986301369863,0.2580640600585938,call,0.825,0.8,0.85,681.0,2410,2026-05-15,1.2126111560226354,0.9798111131566358,0.05
272.14,340.0,0.2136986301369863,0.2600171655273438,call,0.46499999999999997,0.44,0.49,72.0,2092,2026-05-15,1.249356948629382,0.5683718193830138,0.05
272.14,345.0,0.2136986301369863,0.26099371826171874,call,0.35,0.33,0.37,116.0,957,2026-05-15,1.2677298449327552,0.4300737972560764,0.05
272.14,350.0,0.2136986301369863,0.26197027099609377,call,0.26,0.24,0.28,78.0,13894,2026-05-15,1.2861027412361286,0.3241877405085587,0.05
272.14,370.0,0.2136986301369863,0.266608896484375,call,0.08,0.07,0.09,6.0,2593,2026-05-15,1.3595943264496215,0.10384261777563353,0.05
272.14,145.0,0.2136986301369863,0.559574716796875,put,0.14,0.12,0.16,10.0,278,2026-05-15,0.5328139927978247,0.10983647623180404,0.05
272.14,155.0,0.2136986301369863,0.5273484765625001,put,0.195,0.18,0.21,10.0,672,2026-05-15,0.5695597854045712,0.15507431157821094,0.05
272.14,160.0,0.2136986301369863,0.5127001855468749,put,0.235,0.22,0.25,9.0,466,2026-05-15,0.5879326817079444,0.18651794281609124,0.05
272.14,165.0,0.2136986301369863,0.5053760400390624,put,0.28500000000000003,0.26,0.31,271.0,602,2026-05-15,0.6063055780113177,0.24795699742693733,0.05
272.14,190.0,0.2136986301369863,0.45386288330078123,put,0.785,0.67,0.9,15.0,2382,2026-05-15,0.698170059528184,0.7393266001153069,0.05
272.14,195.0,0.2136986301369863,0.43726148681640625,put,0.9199999999999999,0.82,1.02,374.0,1265,2026-05-15,0.7165429558315574,0.8400054739497271,0.05
272.14,200.0,0.2136986301369863,0.42090422851562503,put,0.99,0.82,1.16,156.0,1979,2026-05-15,0.7349158521349306,0.9558962157508972,0.05
272.14,210.0,0.2136986301369863,0.3864807446289062,put,1.44,1.41,1.47,113.0,6876,2026-05-15,0.7716616447416771,1.2116071448151757,0.05
272.14,215.0,0.2136986301369863,0.37500625,put,1.725,1.69,1.76,53.0,969,2026-05-15,0.7900345410450503,1.455688509426718,0.05
272.14,220.0,0.2136986301369863,0.3714662463378906,put,2.15,2.03,2.27,188.0,4044,2026-05-15,0.8084074373484237,1.894675581443984,0.05
272.14,225.0,0.2136986301369863,0.3518131225585937,put,2.4,2.3,2.5,127.0,2302,2026-05-15,0.8267803336517969,2.0832759900926554,0.05
272.14,230.0,0.2136986301369863,0.34314621704101556,put,2.9,2.75,3.05,203.0,16360,2026-05-15,0.8451532299551702,2.5571410859481816,0.05
272.14,235.0,0.2136986301369863,0.3309393078613281,put,3.5250000000000004,3.45,3.6,585.0,7624,2026-05-15,0.8635261262585434,3.0275138815025286,0.05
272.14,240.0,0.2136986301369863,0.3292913751220703,put,4.375,4.15,4.6,187.0,12320,2026-05-15,0.8818990225619167,3.909275214452144,0.05
272.14,245.0,0.2136986301369863,0.31986153778076165,put,5.275,5.05,5.5,340.0,2626,2026-05-15,0.90027191886529,4.697878605295081,0.05
272.14,250.0,0.2136986301369863,0.301764794921875,put,6.075,5.95,6.2,1142.0,18816,2026-05-15,0.9186448151686633,5.297533168076036,0.05
272.14,255.0,0.2136986301369863,0.2912058184814452,put,7.275,7.2,7.35,273.0,3918,2026-05-15,0.9370177114720365,6.3120100699532316,0.05
272.14,260.0,0.2136986301369863,0.2818064984130859,put,8.675,8.6,8.75,388.0,10739,2026-05-15,0.9553906077754097,7.557569735041497,0.05
272.14,265.0,0.2136986301369863,0.2718578674316406,put,10.274999999999999,10.2,10.35,3298.0,1613,2026-05-15,0.973763504078783,8.99105235830892,0.05
272.14,270.0,0.2136986301369863,0.2647778601074219,put,12.225,12.1,12.35,349.0,4367,2026-05-15,0.9921364003821563,10.804571814486422,0.05
272.14,275.0,0.2136986301369863,0.2550428500366212,put,14.3,14.1,14.5,318.0,792,2026-05-15,1.0105092966855296,12.759975180787336,0.05
272.14,280.0,0.2136986301369863,0.2472304281616211,put,16.575000000000003,16.1,17.05,94.0,10583,2026-05-15,1.028882192988903,15.105786245245099,0.05
272.14,285.0,0.2136986301369863,0.23804472900390622,put,19.75,19.65,19.85,961.0,408,2026-05-15,1.047255089292276,17.698260923078635,0.05
272.14,290.0,0.2136986301369863,0.23035437622070312,put,22.5,21.95,23.05,58.0,769,2026-05-15,1.0656279855956494,20.690667005357426,0.05
272.14,295.0,0.2136986301369863,0.22345747253417966,put,26.475,26.35,26.6,13.0,188,2026-05-15,1.0840008818990226,24.042706084212938,0.05
272.14,300.0,0.2136986301369863,0.24073024902343748,put,30.1,28.9,31.3,26.0,395,2026-05-15,1.102373778202396,28.60701540364832,0.05
272.14,305.0,0.2136986301369863,0.23920438537597655,put,34.175,32.9,35.45,25.0,17,2026-05-15,1.120746674505769,32.60309199919618,0.05
272.14,5.0,0.30684931506849317,3.00781498046875,call,267.275,265.45,269.1,9.0,28,2026-06-18,0.018372896303373264,267.33789070649385,0.05
272.14,85.0,0.30684931506849317,1.058842596435547,call,187.95,186.15,189.75,6.0,111,2026-06-18,0.3123392371573455,189.1413177511634,0.05
272.14,90.0,0.30684931506849317,1.0246630798339846,call,183.025,181.25,184.8,7.0,1722,2026-06-18,0.33071213346071876,184.28252484758355,0.05
272.14,135.0,0.30684931506849317,0.7697776928710938,call,138.89999999999998,137.1,140.7,56.0,689,2026-06-18,0.49606820019107817,140.7261572505029,0.05
272.14,145.0,0.30684931506849317,0.7271755798339843,call,129.22500000000002,127.9,130.55,10.0,264,2026-06-18,0.5328139927978247,131.16128680572407,0.05
272.14,165.0,0.30684931506849317,0.6284216845703126,call,109.7,108.45,110.95,5.0,653,2026-06-18,0.6063055780113177,111.86544306153343,0.05
272.14,170.0,0.30684931506849317,0.6058999371337892,call,104.85,103.7,106.0,10.0,1969,2026-06-18,0.624678474314691,107.06803301345283,0.05
272.14,185.0,0.30684931506849317,0.5448043566894532,call,90.45,89.2,91.7,50.0,964,2026-06-18,0.6797971632248108,92.80492269515952,0.05
272.14,190.0,0.30684931506849317,0.5290574438476563,call,85.775,84.6,86.95,58.0,5030,2026-06-18,0.698170059528184,88.16187145622877,0.05
272.14,195.0,0.30684931506849317,0.5084888018798828,call,81.0,79.7,82.3,10.0,2710,2026-06-18,0.7165429558315574,83.42755895559031,0.05
272.14,200.0,0.30684931506849317,0.5269212347412109,call,76.175,75.0,77.35,39.0,6703,2026-06-18,0.7349158521349306,79.7193805808974,0.05
272.14,205.0,0.30684931506849317,0.5026294854736328,call,71.44999999999999,70.35,72.55,67.0,4049,2026-06-18,0.7532887484383038,74.95740650108598,0.05
272.14,210.0,0.30684931506849317,0.4931691308593751,call,67.3,66.35,68.25,60.0,5323,2026-06-18,0.7716616447416771,70.65406932008085,0.05
272.14,215.0,0.30684931506849317,0.47211221252441404,call,62.45,61.3,63.6,54.0,3720,2026-06-18,0.7900345410450503,66.02583625349723,0.05
272.14,220.0,0.30684931506849317,0.45441219421386714,call,57.95,56.8,59.1,91.0,6074,2026-06-18,0.8084074373484237,61.53239433862203,0.05
272.14,225.0,0.30684931506849317,0.4232235412597656,call,53.125,52.15,54.1,47.0,2904,2026-06-18,0.8267803336517969,56.57220874899514,0.05
272.14,230.0,0.30684931506849317,0.42423061126708983,call,49.225,48.0,50.45,89.0,9640,2026-06-18,0.8451532299551702,52.86135246534269,0.05
272.14,235.0,0.30684931506849317,0.40430283203125,call,44.925,43.85,46.0,5.0,6723,2026-06-18,0.8635261262585434,48.40374451247109,0.05
272.14,240.0,0.30684931506849317,0.3843140182495117,call,40.725,39.85,41.6,47.0,6278,2026-06-18,0.8818990225619167,43.98541008357262,0.05
272.14,245.0,0.30684931506849317,0.3611208908081054,call,36.45,35.8,37.1,5.0,3451,2026-06-18,0.90027191886529,39.46637662056571,0.05
272.14,250.0,0.30684931506849317,0.34635053070068356,call,32.525,31.95,33.1,91.0,17474,2026-06-18,0.9186448151686633,35.40989203521792,0.05
272.14,255.0,0.30684931506849317,0.3358525888061523,call,29.35,29.25,29.45,45.0,4930,2026-06-18,0.9370177114720365,31.677859474352687,0.05
272.14,260.0,0.30684931506849317,0.3253546469116211,call,25.85,25.75,25.95,104.0,10607,2026-06-18,0.9553906077754097,28.08356601013952,0.05
272.14,265.0,0.30684931506849317,0.3162604995727538,call,22.6,22.5,22.7,698.0,6543,2026-06-18,0.973763504078783,24.721945057076795,0.05
272.14,270.0,0.30684931506849317,0.30741049041748036,call,19.549999999999997,19.45,19.65,1316.0,14687,2026-06-18,0.9921364003821563,21.54804384021878,0.05
272.14,275.0,0.30684931506849317,0.2985909985351562,call,16.725,16.65,16.8,323.0,10762,2026-06-18,1.0105092966855296,18.564432821910145,0.05
272.14,280.0,0.30684931506849317,0.2920297848510741,call,14.2,14.1,14.3,944.0,18287,2026-06-18,1.028882192988903,15.919109387129225,0.05
272.14,285.0,0.30684931506849317,0.2851328811645507,call,11.925,11.85,12.0,1548.0,7873,2026-06-18,1.047255089292276,13.467610580695847,0.05
272.14,290.0,0.30684931506849317,0.27957873748779294,call,9.925,9.85,10.0,525.0,12977,2026-06-18,1.0656279855956494,11.315572440981796,0.05
272.14,295.0,0.30684931506849317,0.27545890563964837,call,8.2,8.1,8.3,218.0,5384,2026-06-18,1.0840008818990226,9.46463694432424,0.05
272.14,300.0,0.30684931506849317,0.27027096923828126,call,6.675,6.6,6.75,9593.0,30220,2026-06-18,1.102373778202396,7.766991263450919,0.05
272.14,305.0,0.30684931506849317,0.2670666555786133,call,5.425,5.35,5.5,251.0,4643,2026-06-18,1.120746674505769,6.380067844829398,0.05
272.14,310.0,0.30684931506849317,0.2643506182861328,call,4.4,4.35,4.45,555.0,67861,2026-06-18,1.1391195708091424,5.203312414242625,0.05
272.14,315.0,0.30684931506849317,0.2613599255371094,call,3.5,3.45,3.55,733.0,1910,2026-06-18,1.1574924671125157,4.18518720815478,0.05
272.14,320.0,0.30684931506849317,0.25965095825195317,call,2.8,2.76,2.84,820.0,9965,2026-06-18,1.1758653634158889,3.3741334895644925,0.05
272.14,325.0,0.30684931506849317,0.2585523364257813,call,2.23,2.19,2.27,388.0,1988,2026-06-18,1.1942382597192622,2.715543444816177,0.05
272.14,330.0,0.30684931506849317,0.2574537145996094,call,1.77,1.74,1.8,249.0,5582,2026-06-18,1.2126111560226354,2.168032290511949,0.05
272.14,335.0,0.30684931506849317,0.2644116528320312,call,1.485,1.36,1.61,688.0,671,2026-06-18,1.2309840523260087,1.9353657353015805,0.05
272.14,340.0,0.30684931506849317,0.25702647277832036,call,1.1099999999999999,1.08,1.14,108.0,7281,2026-06-18,1.249356948629382,1.3891825256474597,0.05
272.14,345.0,0.30684931506849317,0.2573316455078125,call,0.885,0.86,0.91,17.0,977,2026-06-18,1.2677298449327552,1.113090597408636,0.05
272.14,350.0,0.30684931506849317,0.2574537145996094,call,0.7,0.68,0.72,84.0,3190,2026-06-18,1.2861027412361286,0.8852373173474088,0.05
272.14,360.0,0.30684931506849317,0.2600171655273438,call,0.44499999999999995,0.42,0.47,62.0,3334,2026-06-18,1.322848533842875,0.581891076256495,0.05
272.14,370.0,0.30684931506849317,0.2629468237304688,call,0.29000000000000004,0.27,0.31,24.0,961,2026-06-18,1.3595943264496215,0.38485159986646966,0.05
272.14,125.0,0.30684931506849317,0.5654340332031251,put,0.13,0.11,0.15,30.0,1413,2026-06-18,0.4593224075843316,0.10265440035553308,0.05
272.14,135.0,0.30684931506849317,0.532231240234375,put,0.175,0.15,0.2,50.0,1430,2026-06-18,0.49606820019107817,0.13812749418453496,0.05
272.14,140.0,0.30684931506849317,0.5219774365234374,put,0.22,0.2,0.24,5.0,3432,2026-06-18,0.5144410964944515,0.17449300875369933,0.05
272.14,160.0,0.30684931506849317,0.47412635253906255,put,0.44,0.42,0.46,5003.0,14816,2026-06-18,0.5879326817079444,0.3683908859498013,0.05
272.14,175.0,0.30684931506849317,0.45093322509765627,put,0.79,0.7,0.88,52.0,5243,2026-06-18,0.6430513706180643,0.7133053423102593,0.05
272.14,180.0,0.30684931506849317,0.4370173486328125,put,0.8300000000000001,0.66,1.0,6.0,10792,2026-06-18,0.6614242669214375,0.8118906450393801,0.05
272.14,185.0,0.30684931506849317,0.42566492309570314,put,1.08,0.99,1.17,7.0,7275,2026-06-18,0.6797971632248108,0.9506698009250858,0.05
272.14,190.0,0.30684931506849317,0.40454697021484376,put,1.1949999999999998,1.17,1.22,121.0,10811,2026-06-18,0.698170059528184,0.9856783640647535,0.05
272.14,195.0,0.30684931506849317,0.40515731567382807,put,1.5,1.38,1.62,47.0,10292,2026-06-18,0.7165429558315574,1.3233477402212905,0.05
272.14,200.0,0.30684931506849317,0.3828797064208984,put,1.645,1.62,1.67,299.0,11470,2026-06-18,0.7349158521349306,1.3549048469171279,0.05
272.14,205.0,0.30684931506849317,0.3726869372558594,put,1.93,1.9,1.96,152.0,5675,2026-06-18,0.7532887484383038,1.593783171335577,0.05
272.14,210.0,0.30684931506849317,0.362311064453125,put,2.26,2.23,2.29,178.0,9418,2026-06-18,0.7716616447416771,1.8660655693814547,0.05
272.14,215.0,0.30684931506849317,0.3523624334716796,put,2.6500000000000004,2.62,2.68,214.0,5124,2026-06-18,0.7900345410450503,2.189971089200494,0.05
272.14,220.0,0.30684931506849317,0.3481510498046875,put,3.0999999999999996,2.9,3.3,174.0,11380,2026-06-18,0.8084074373484237,2.714945923008454,0.05
272.14,225.0,0.30684931506849317,0.3340520697021484,put,3.6500000000000004,3.6,3.7,150.0,4594,2026-06-18,0.8267803336517969,3.0430981562958905,0.05
272.14,230.0,0.30684931506849317,0.3253851641845703,put,4.25,4.15,4.35,171.0,10336,2026-06-18,0.8451532299551702,3.589451269285327,0.05
272.14,235.0,0.30684931506849317,0.3180305014038085,put,4.975,4.8,5.15,174.0,7845,2026-06-18,0.8635261262585434,4.269621533657663,0.05
272.14,240.0,0.30684931506849317,0.3067085931396484,put,5.75,5.6,5.9,2898.0,13151,2026-06-18,0.8818990225619167,4.900423258208647,0.05
272.14,245.0,0.30684931506849317,0.30475548767089844,put,6.9,6.6,7.2,511.0,8129,2026-06-18,0.90027191886529,6.031324400980431,0.05
272.14,250.0,0.30684931506849317,0.29016823120117186,put,7.925000000000001,7.8,8.05,397.0,9009,2026-06-18,0.9186448151686633,6.742863786254432,0.05
272.14,255.0,0.30684931506849317,0.280707876586914,put,9.225000000000001,9.15,9.3,219.0,4739,2026-06-18,0.9370177114720365,7.81659148863173,0.05
272.14,260.0,0.30684931506849317,0.27259028198242186,put,10.75,10.7,10.8,221.0,13992,2026-06-18,0.9553906077754097,9.120049510389592,0.05
272.14,265.0,0.30684931506849317,0.27292597198486324,put,12.7,12.4,13.0,140.0,3866,2026-06-18,0.973763504078783,11.08666325530686,0.05
272.14,270.0,0.30684931506849317,0.2575452664184571,put,14.4,14.3,14.5,111.0,3710,2026-06-18,0.9921364003821563,12.374670395040027,0.05
272.14,275.0,0.30684931506849317,0.26148199462890626,put,16.924999999999997,16.45,17.4,396.0,3573,2026-06-18,1.0105092966855296,15.01896282210339,0.05
272.14,280.0,0.30684931506849317,0.2422255953979492,put,19.049999999999997,18.95,19.15,135.0,1976,2026-06-18,1.028882192988903,16.521223731788012,0.05
272.14,285.0,0.30684931506849317,0.24356835540771482,put,22.049999999999997,21.7,22.4,10.0,783,2026-06-18,1.047255089292276,19.512489272351672,0.05
272.14,290.0,0.30684931506849317,0.24616232360839846,put,24.825,23.7,25.95,22.0,1506,2026-06-18,1.0656279855956494,22.816932012621322,0.05
272.14,295.0,0.30684931506849317,0.22184005706787108,put,28.15,28.0,28.3,10.0,155,2026-06-18,1.0840008818990226,24.86648697402731,0.05
272.14,300.0,0.30684931506849317,0.24146266357421875,put,31.625,30.1,33.15,20.0,302,2026-06-18,1.102373778202396,29.537725206847284,0.05
272.14,305.0,0.30684931506849317,0.23670196899414062,put,35.675,34.4,36.95,30.0,33,2026-06-18,1.120746674505769,33.10692295035119,0.05
272.14,135.0,0.3863013698630137,0.7248562670898437,call,139.4,137.65,141.15,,128,2026-07-17,0.49606820019107817,141.67829423420778,0.05
272.14,140.0,0.3863013698630137,0.6939727868652343,call,134.425,132.7,136.15,,74,2026-07-17,0.5144410964944515,136.78805867635015,0.05
272.14,145.0,0.3863013698630137,0.6737093176269533,call,129.60000000000002,127.9,131.3,,27,2026-07-17,0.5328139927978247,132.0333677455441,0.05
272.14,150.0,0.3863013698630137,0.6502720520019531,call,124.725,123.0,126.45,,10,2026-07-17,0.551186889101198,127.23187385016794,0.05
272.14,165.0,0.3863013698630137,0.5924113024902344,call,110.325,109.15,111.5,10.0,720,2026-07-17,0.6063055780113177,113.02638453614156,0.05
272.14,180.0,0.3863013698630137,0.5395553857421876,call,96.1,94.85,97.35,30.0,105,2026-07-17,0.6614242669214375,98.96731176452622,0.05
272.14,185.0,0.3863013698630137,0.5235643347167969,call,91.425,90.1,92.75,15.0,63,2026-07-17,0.6797971632248108,94.33904688748027,0.05
272.14,195.0,0.3863013698630137,0.5136767382812499,call,81.8,80.75,82.85,41.0,665,2026-07-17,0.7165429558315574,85.78297935475024,0.05
272.14,200.0,0.3863013698630137,0.5106860455322266,call,77.45,76.15,78.75,31.0,111,2026-07-17,0.7349158521349306,81.67532430967009,0.05
272.14,205.0,0.3863013698630137,0.488408436279297,call,72.8,71.6,74.0,61.0,1168,2026-07-17,0.7532887484383038,76.9695628696152,0.05
272.14,210.0,0.3863013698630137,0.4735160070800781,call,68.3,67.05,69.55,18.0,685,2026-07-17,0.7716616447416771,72.53695801462104,0.05
272.14,220.0,0.3863013698630137,0.42755699401855474,call,59.15,58.25,60.05,8.0,255,2026-07-17,0.8084074373484237,63.10550979497981,0.05
272.14,225.0,0.3863013698630137,0.4161435339355468,call,54.975,54.1,55.85,17.0,267,2026-07-17,0.8267803336517969,58.89198533599517,0.05
272.14,230.0,0.3863013698630137,0.4012511047363281,call,50.825,50.1,51.55,21.0,376,2026-07-17,0.8451532299551702,54.580344949403894,0.05
272.14,235.0,0.3863013698630137,0.39954213745117195,call,46.625,45.25,48.0,23.0,303,2026-07-17,0.8635261262585434,50.963175768485,0.05
272.14,240.0,0.3863013698630137,0.37720349365234374,call,42.55,41.65,43.45,6.0,398,2026-07-17,0.8818990225619167,46.406988502702006,0.05
272.14,245.0,0.3863013698630137,0.3732667654418945,call,38.8,37.6,40.0,6.0,454,2026-07-17,0.90027191886529,42.875840716948375,0.05
272.14,250.0,0.3863013698630137,0.35538364349365226,call,35.2,34.55,35.85,69.0,1463,2026-07-17,0.9186448151686633,38.68061938723835,0.05
272.14,255.0,0.3863013698630137,0.3409184561157227,call,31.2,30.4,32.0,26.0,2394,2026-07-17,0.9370177114720365,34.75794977021192,0.05
272.14,260.0,0.3863013698630137,0.33634086517333983,call,27.924999999999997,26.95,28.9,78.0,3174,2026-07-17,0.9553906077754097,31.545418682765586,0.05
272.14,265.0,0.3863013698630137,0.3284979260253906,call,24.85,23.95,25.75,71.0,1535,2026-07-17,0.973763504078783,28.27879947497121,0.05
272.14,270.0,0.3863013698630137,0.3064034204101562,call,21.700000000000003,21.6,21.8,126.0,3282,2026-07-17,0.9921364003821563,24.226781965598576,0.05
272.14,275.0,0.3863013698630137,0.29895720581054686,call,18.9,18.8,19.0,230.0,2744,2026-07-17,1.0105092966855296,21.278426969293463,0.05
272.14,280.0,0.3863013698630137,0.29172461212158196,call,16.299999999999997,16.2,16.4,255.0,26463,2026-07-17,1.028882192988903,18.521918944138662,0.05
272.14,285.0,0.3863013698630137,0.28528546752929684,call,13.95,13.85,14.05,134.0,2605,2026-07-17,1.047255089292276,16.005627853744542,0.05
272.14,290.0,0.3863013698630137,0.2796397720336914,call,11.875,11.8,11.95,151.0,3438,2026-07-17,1.0656279855956494,13.735629945932914,0.05
272.14,295.0,0.3863013698630137,0.2747875256347656,call,10.024999999999999,9.95,10.1,118.0,2091,2026-07-17,1.0840008818990226,11.713073736020334,0.05
272.14,300.0,0.3863013698630137,0.27091183197021484,call,8.425,8.35,8.5,269.0,7927,2026-07-17,1.102373778202396,9.945356348339104,0.05
272.14,305.0,0.3863013698630137,0.2664868273925781,call,6.975,6.9,7.05,61.0,2224,2026-07-17,1.120746674505769,8.330248269190307,0.05
272.14,310.0,0.3863013698630137,0.26438113555908205,call,5.825,5.75,5.9,218.0,1765,2026-07-17,1.1391195708091424,7.029364587686715,0.05
272.14,315.0,0.3863013698630137,0.2612378564453125,call,4.775,4.7,4.85,766.0,1123,2026-07-17,1.1574924671125157,5.832037383824023,0.05
272.14,320.0,0.3863013698630137,0.259345785522461,call,3.925,3.85,4.0,252.0,1135,2026-07-17,1.1758653634158889,4.851336204013563,0.05
272.14,325.0,0.3863013698630137,0.2581250946044922,call,3.2249999999999996,3.15,3.3,227.0,2360,2026-07-17,1.1942382597192622,4.034532944770184,0.05
272.14,330.0,0.3863013698630137,0.25592785095214843,call,2.62,2.57,2.67,85.0,480,2026-07-17,1.2126111560226354,3.2941463177152457,0.05
272.14,335.0,0.3863013698630137,0.25952888916015626,call,2.215,2.1,2.33,41.0,204,2026-07-17,1.2309840523260087,2.878966817701304,0.05
272.14,340.0,0.3863013698630137,0.25440198730468755,call,1.745,1.71,1.78,90.0,449,2026-07-17,1.249356948629382,2.230077583075307,0.05
272.14,345.0,0.3863013698630137,0.2543409527587891,call,1.4249999999999998,1.39,1.46,351.0,160,2026-07-17,1.2677298449327552,1.840020528473712,0.05
272.14,350.0,0.3863013698630137,0.2624585473632813,call,1.255,1.13,1.38,11.0,363,2026-07-17,1.2861027412361286,1.7294671169043347,0.05
272.14,355.0,0.3863013698630137,0.25476819458007816,call,0.95,0.92,0.98,72.0,322,2026-07-17,1.3044756375395017,1.2511099733108608,0.05
272.14,360.0,0.3863013698630137,0.2561109545898438,call,0.79,0.76,0.82,90.0,369,2026-07-17,1.322848533842875,1.0497162954164505,0.05
272.14,365.0,0.3863013698630137,0.25708750732421876,call,0.645,0.61,0.68,26.0,97,2026-07-17,1.3412214301462484,0.8741176711667613,0.05
272.14,380.0,0.3863013698630137,0.26050544189453123,call,0.365,0.34,0.39,17.0,130,2026-07-17,1.396340119056368,0.5085739387383885,0.05
272.14,400.0,0.3863013698630137,0.26563234375,call,0.16999999999999998,0.15,0.19,70.0,433,2026-07-17,1.4698317042698612,0.2513076685043112,0.05
272.14,410.0,0.3863013698630137,0.2622144091796875,call,0.1,0.09,0.11,100.0,564,2026-07-17,1.5065774968766077,0.14794095870175017,0.05
272.14,130.0,0.3863013698630137,0.5136767382812499,put,0.22,0.2,0.24,43.0,111,2026-07-17,0.47769530388770487,0.17285127627015795,0.05
272.14,155.0,0.3863013698630137,0.4760794580078125,put,0.59,0.49,0.69,20.0,20,2026-07-17,0.5695597854045712,0.552409895568343,0.05
272.14,160.0,0.3863013698630137,0.44653873779296877,put,0.615,0.59,0.64,8.0,749,2026-07-17,0.5879326817079444,0.50531287407264,0.05
272.14,165.0,0.3863013698630137,0.4484918432617187,put,0.7050000000000001,0.53,0.88,10.0,226,2026-07-17,0.6063055780113177,0.7038131826443284,0.05
272.14,175.0,0.3863013698630137,0.4299373413085938,put,1.01,0.79,1.23,5.0,156,2026-07-17,0.6430513706180643,0.9878545230797506,0.05
272.14,180.0,0.3863013698630137,0.4107724938964844,put,1.135,0.98,1.29,45.0,1453,2026-07-17,0.6614242669214375,1.0303768103797601,0.05
272.14,185.0,0.3863013698630137,0.39539178833007815,put,1.38,1.35,1.41,45.0,269,2026-07-17,0.6797971632248108,1.1229780232645066,0.05
272.14,190.0,0.3863013698630137,0.3850159155273437,put,1.605,1.58,1.63,70.0,1030,2026-07-17,0.698170059528184,1.2993698649361125,0.05
272.14,195.0,0.3863013698630137,0.3761048718261719,put,1.875,1.84,1.91,77.0,736,2026-07-17,0.7165429558315574,1.5253459603866144,0.05
272.14,200.0,0.3863013698630137,0.3722596954345704,put,2.24,2.13,2.35,60.0,1967,2026-07-17,0.7349158521349306,1.8887831012162373,0.05
272.14,205.0,0.3863013698630137,0.36340968627929693,put,2.535,2.34,2.73,102.0,2882,2026-07-17,0.7532887484383038,2.199231154680284,0.05
